Case number,Annual weight,Total expenditure,Gross normal weekly household income - anonymised,Main source of household income - code,Internet connection in household,Economic position of household reference person,NS - SEC 8 Class of household reference person,Tenure type,Sex of household reference person,Number of persons in household,Number of adults,Number of children,Government Office Region modified,Annual weight r,Main income,Income,Expenditure,Household size
790,5.597253185518425,216.892736102408,282.802,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,South East,1.072661157417149,other source,282.802,216.89273,1
788,4.580545925382007,678.8465313600985,689.757,Earned income,No,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,South West,0.8778187319871232,earnings,689.757,678.84656,1
787,7.0891434892302,113.67,132.5,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,3 person,2 adults,One child,London,1.358567963287442,other source,132.5,113.67,3
787,7.335877230551075,399.1409427850231,622.41,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Male,3 person,2 adults,One child,North West and Merseyside,1.405852174268618,earnings,622.41,399.14093,3
777,7.512097172961805,75.23848891725913,96.0,Earned income,No,Part-time working,Routine and manual occupations,Private rented,Male,1 person,1 adult,No children,London,1.4396230760165203,earnings,96.0,75.23849,1
775,7.9260243570547475,221.87560599501103,313.45,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Female,2 person,1 adult,One child,London,1.5189483446186827,earnings,313.45,221.87561,2
770,6.226136056020687,685.5737041058903,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,North West and Merseyside,1.1931806703629075,earnings,1184.99,685.5737,2
770,3.21792453270127,649.4331351009407,778.6433333333333,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,5 person or more,3 adults,Two or more children,Wales,0.6166851023746709,earnings,778.6433,649.4331,5
766,5.16778017577716,409.24363875618616,443.76,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Female,1 person,1 adult,No children,North West and Merseyside,0.9903566769086757,earnings,443.76,409.24365,1
762,3.4138711796191625,277.4793086004022,224.144,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,Eastern,0.654236442310259,other source,224.144,277.4793,2
756,5.98344910117601,108.95,52.0,Other income,No,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,1 person,1 adult,No children,North East,1.1466719881136833,other source,52.0,108.95,1
755,4.095591011472545,342.33464661922795,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.7848816641061968,earnings,1184.99,342.33466,2
752,5.6236707237754375,79.11555641065107,234.582,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,Scotland,1.0777238312365494,other source,234.582,79.115555,1
747,3.7378664074507877,501.8232210051981,562.435,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,2 adults,One child,North West and Merseyside,0.7163270936645115,earnings,562.435,501.8232,3
734,6.334807019444685,546.3963600502093,634.4,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,2 adults,One child,Wales,1.2140064428517439,earnings,634.4,546.39636,3
733,3.958524420932585,224.12289276139407,213.0415,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,East Midlands,0.7586141355919942,other source,213.0415,224.1229,2
731,5.264257463711843,347.26883558613366,329.2,Other income,Yes,Economically inactive,Routine and manual occupations,Owned,Female,4 person,2 adults,Two or more children,North West and Merseyside,1.0088456456778987,other source,329.2,347.26883,4
729,7.856382971136055,464.855,446.5075,Other income,Yes,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,3 person,3 adults,No children,South West,1.5056022251654924,other source,446.5075,464.855,3
722,4.8506526068856175,434.9462983267301,953.56,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,1 person,1 adult,No children,Scotland,0.9295821480779628,earnings,953.56,434.9463,1
722,5.604995513663225,489.90048948677367,865.91,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,2 person,2 adults,No children,West Midlands,1.0741449021029157,earnings,865.91,489.90048,2
719,3.71844756670259,674.9979395987644,839.42,Earned income,Yes,Part-time working,Intermediate occupations,Owned,Female,4 person,2 adults,Two or more children,Yorkshire and the Humber,0.7126056546832353,earnings,839.42,674.9979,4
711,5.076780350281155,533.9996565953718,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,Yorkshire and the Humber,0.9729174125220205,earnings,1184.99,533.99963,3
710,4.029054174926973,569.1494655606072,1111.1,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South East,0.7721305024677513,earnings,1111.1,569.1495,4
708,3.9766331693710426,400.1290383,664.0,Other income,Yes,Economically inactive,Routine and manual occupations,Owned,Female,5 person or more,3 adults,Two or more children,Northern Ireland,0.762084507650494,other source,664.0,400.12903,5
706,5.0304995304788225,356.3035863416641,92.31,Earned income,Yes,Unemployed and work related Government Training Programmes,Intermediate occupations,Owned,Male,2 person,2 adults,No children,South West,0.9640481268045501,earnings,92.31,356.3036,2
705,4.578351289624227,229.4414371269016,913.532,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,South East,0.8773981505958544,other source,913.532,229.44144,1
695,5.198955114750287,106.79466021453511,462.432,Other income,Yes,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Owned,Male,1 person,1 adult,No children,South East,0.9963310620245468,other source,462.432,106.79466,1
694,4.827384680191122,115.93469569837498,113.4,Other income,Yes,Economically inactive,Intermediate occupations,Public rented,Female,1 person,1 adult,No children,North West and Merseyside,0.9251230678199196,other source,113.4,115.93469,1
690,5.805244482560545,255.1,455.46,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North West and Merseyside,1.1125207417566827,other source,455.46,255.1,2
686,5.47182340954711,554.3469163825768,800.36,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,North West and Merseyside,1.0486237154418485,earnings,800.36,554.3469,1
685,4.234630856042305,340.2180577502354,556.2,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,South East,0.8115273482766342,earnings,556.2,340.21805,1
684,3.3290341099983123,566.7524084685148,934.012,Other income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,North West and Merseyside,0.6379782123758289,other source,934.012,566.7524,2
682,4.397398216110952,815.6832780182466,980.75,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South East,0.8427201885956483,earnings,980.75,815.6833,4
681,5.521643386007555,336.09739065730247,151.5,Other income,Yes,Unemployed and work related Government Training Programmes,Routine and manual occupations,Private rented,Female,2 person,1 adult,One child,Wales,1.0581712473903442,other source,151.5,336.09738,2
679,6.702509503688385,84.9706027108099,120.48,Other income,No,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Public rented,Female,1 person,1 adult,No children,London,1.284473180599909,other source,120.48,84.970604,1
678,5.1282246006960674,408.5406765419361,427.31,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Female,4 person,2 adults,Two or more children,South East,0.9827762213633444,earnings,427.31,408.54068,4
675,5.631307256566365,731.1040892394445,711.29,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Male,2 person,2 adults,No children,Yorkshire and the Humber,1.0791873012334692,earnings,711.29,731.10406,2
674,5.900465854291382,373.385,704.5,Earned income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,3 person,3 adults,No children,West Midlands,1.1307690259464906,earnings,704.5,373.385,3
674,6.631980428031175,288.9051366653651,343.91,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,London,1.27095694372112,other source,343.91,288.90515,2
672,7.2277246065312575,69.16,358.0,Earned income,Yes,Unemployed and work related Government Training Programmes,Routine and manual occupations,Public rented,Male,1 person,1 adult,No children,Northern Ireland,1.385125736672593,earnings,358.0,69.16,1
670,5.73808382268707,149.84683929322676,71.0,Other income,Yes,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,1 person,1 adult,No children,North West and Merseyside,1.0996500302192505,other source,71.0,149.84683,1
656,4.58717195597753,510.3931691508372,592.78,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Male,3 person,2 adults,One child,Yorkshire and the Humber,0.8790885487011614,earnings,592.78,510.39316,3
655,3.2326360015575775,904.7626678913189,928.19,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,North East,0.619504417615143,earnings,928.19,904.7627,4
650,5.048349545991197,635.7135829153858,998.704,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.9674689151206756,other source,998.704,635.71356,2
649,7.532317785758015,999.2331768701833,725.33,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Female,3 person,3 adults,No children,West Midlands,1.4434981671025882,earnings,725.33,999.23315,3
646,4.518238433639578,298.17887232549987,341.204,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,Eastern,0.8658780846744175,other source,341.204,298.17886,2
646,4.743748383384922,312.7000683339823,70.0,Other income,Yes,Unemployed and work related Government Training Programmes,Intermediate occupations,Private rented,Female,1 person,1 adult,No children,Wales,0.9090949547507565,other source,70.0,312.70007,1
645,6.490596931181685,1175.0,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,North West and Merseyside,1.24386212053845,earnings,1184.99,1175.0,4
643,5.4273470237714,521.035,396.934,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Northern Ireland,1.0401002326079225,other source,396.934,521.035,2
641,3.093997171587985,300.75204004187384,345.0,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Wales,0.5929355841375185,other source,345.0,300.75204,2
639,4.317417979827683,202.7202449896616,201.292,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,Scotland,0.8273927252884542,other source,201.292,202.72025,1
636,6.181807777129812,453.09221414219235,667.58,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,1 person,1 adult,No children,West Midlands,1.18468557082651,earnings,667.58,453.09222,1
633,5.530694166076297,550.7104482882338,1184.99,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,South East,1.0599057446343108,earnings,1184.99,550.71045,2
629,3.534403026642205,164.7603063540091,263.405,Other income,Yes,Full-time working,Intermediate occupations,Private rented,Female,3 person,1 adult,Two or more children,West Midlands,0.6773352420693749,other source,263.405,164.7603,3
628,3.8055377909241326,444.3407789902999,876.79,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,North West and Merseyside,0.7292956805971776,earnings,876.79,444.3408,1
625,3.019587033997895,399.0464799673804,887.86,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,West Midlands,0.5786755780835736,earnings,887.86,399.04648,4
619,4.373202319096055,410.95418241801855,311.33,Other income,Yes,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Private rented,Female,3 person,1 adult,Two or more children,North West and Merseyside,0.8380832715156964,other source,311.33,410.9542,3
616,6.934733915183138,437.7154552163845,406.0,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,Scotland,1.3289768143928131,earnings,406.0,437.71545,1
616,3.811436287352,264.9169779376356,471.26,Other income,Yes,Full-time working,Intermediate occupations,Owned,Female,2 person,2 adults,No children,Scotland,0.7304260722009928,other source,471.26,264.917,2
615,5.305949511472592,651.4634292430051,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,1 person,1 adult,No children,South East,1.0168355362052457,earnings,1184.99,651.46344,1
612,5.252739301072277,565.4604580857916,509.12,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,Scotland,1.0066382976700863,earnings,509.12,565.46045,1
611,3.7447725322847627,373.4289781021898,384.579,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.7176505878164011,other source,384.579,373.429,2
600,4.331926478811788,203.1742266986018,275.38,Other income,Yes,Economically inactive,Routine and manual occupations,Private rented,Female,3 person,1 adult,Two or more children,North East,0.8301731432536341,other source,275.38,203.17422,3
596,3.893715123384465,407.54802448612594,491.07,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,South East,0.7461940406248376,other source,491.07,407.54803,1
593,3.8127386407489574,348.1195204109422,323.47,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,South West,0.7306756560336056,other source,323.47,348.1195,1
590,7.37387735106355,1175.0,1184.99,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,5 person or more,3 adults,Two or more children,South West,1.4131345415119585,earnings,1184.99,1175.0,5
588,6.264009521139605,648.3899709625417,468.2,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Male,4 person,2 adults,Two or more children,Eastern,1.2004387652861397,earnings,468.2,648.38995,4
588,4.149698278599825,577.4135661210287,853.03,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,2 adults,Two or more children,West Midlands,0.7952508151625736,earnings,853.03,577.4136,5
584,3.92050549838004,404.18,416.23,Earned income,No,Full-time working,Routine and manual occupations,Owned,Female,2 person,2 adults,No children,Northern Ireland,0.7513281651137463,earnings,416.23,404.18,2
583,3.9770014558524927,242.43585680918048,341.304,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.762155086305838,other source,341.304,242.43585,2
583,6.678947184496027,178.71304132798966,191.352,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,East Midlands,1.279957682776495,other source,191.352,178.71304,1
582,4.440776646149588,889.4809753055625,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,3 adults,No children,Wales,0.8510332584943922,earnings,1184.99,889.48096,3
575,6.631980428031175,192.781234415613,645.945,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,London,1.27095694372112,other source,645.945,192.78123,2
574,4.642451228732335,649.7915678969296,812.14,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,South East,0.8896823036607836,earnings,812.14,649.79156,2
573,4.779484581037723,922.9723013450669,580.757,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Eastern,0.9159434623785905,other source,580.757,922.9723,2
573,5.163598899161378,502.494756695215,608.0,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,Yorkshire and the Humber,0.989555374400908,earnings,608.0,502.49475,4
567,9.178917623917638,131.12076923076924,258.442,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,North East,1.7590536064693352,other source,258.442,131.12077,1
566,5.058095574881473,935.5485442306395,1133.18,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,London,0.9693366502906179,earnings,1133.18,935.5485,4
565,4.82318766633845,1175.0,1184.99,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,London,0.9243187494180737,other source,1184.99,1175.0,2
559,7.096568475979275,275.405,962.607,Earned income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,3 person,3 adults,No children,South East,1.3599908924664679,earnings,962.607,275.405,3
557,6.319980501629505,438.4052920073977,704.95,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,North East,1.2111650795556823,earnings,704.95,438.4053,1
555,11.98598338016654,660.8509319081232,403.23,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Male,2 person,2 adults,No children,South West,2.2970014718319964,earnings,403.23,660.85095,2
548,5.076780350281155,481.45639107834984,676.94,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Male,3 person,2 adults,One child,Yorkshire and the Humber,0.9729174125220205,earnings,676.94,481.4564,3
543,5.581840858983115,569.8632633687562,1184.99,Earned income,Yes,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,Eastern,1.0697075293656917,earnings,1184.99,569.8633,2
543,6.91472724712856,1175.0,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,4 and more adults,No children,South East,1.3251427238129896,earnings,1184.99,1175.0,4
539,4.584255399145005,810.3289134612469,700.97,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,5 person or more,2 adults,Two or more children,Wales,0.8785296178963617,earnings,700.97,810.3289,5
537,2.580184522002035,434.500185081042,577.7915,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,East Midlands,0.494468201453026,other source,577.7915,434.50018,2
536,5.787379627936622,624.6689961119716,1038.59,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,5 person or more,3 adults,Two or more children,South West,1.10909710966379,earnings,1038.59,624.669,5
535,5.41786158850295,614.4432548130746,938.53,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,South East,1.038282437765269,earnings,938.53,614.44324,2
526,4.058371141412135,286.78418495615347,235.352,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,Yorkshire and the Humber,0.7777488245553238,other source,235.352,286.78418,1
525,2.5180473020040477,1175.0,660.71,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,5 person or more,2 adults,Two or more children,South West,0.4825601851256296,earnings,660.71,1175.0,5
525,3.764509695904735,343.8361269483911,645.8,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,West Midlands,0.7214330303951123,earnings,645.8,343.83612,2
522,4.36627923032824,269.65918522947334,845.19,Earned income,Yes,Unemployed and work related Government Training Programmes,Routine and manual occupations,Private rented,Male,5 person or more,2 adults,Two or more children,South East,0.8367565263847454,earnings,845.19,269.65918,5
519,3.5518958575510826,1175.0,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,3 adults,Two or more children,Eastern,0.6806875793011025,earnings,1184.99,1175.0,5
514,3.49462742519254,910.5085703782452,748.759,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.6697126205309482,other source,748.759,910.50854,2
511,3.267936357021475,276.7305645010495,660.48,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,North East,0.6262694001689264,earnings,660.48,276.73056,2
507,4.533934545599425,510.1423340149146,478.88,Earned income,Yes,Full-time working,Intermediate occupations,Public rented,Female,2 person,2 adults,No children,East Midlands,0.8688860975449733,earnings,478.88,510.14233,2
501,6.379812236703335,442.81011278215345,553.8615,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,3 person,3 adults,No children,Scotland,1.2226312712871228,other source,553.8615,442.81012,3
498,5.790237415286745,478.35,233.61,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North West and Merseyside,1.1096447778476353,other source,233.61,478.35,2
494,9.385047752244473,375.9557712492128,189.292,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,North West and Merseyside,1.7985565152535354,other source,189.292,375.95578,1
492,4.155385257165087,512.2703299440326,1184.99,Earned income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,3 person,3 adults,No children,Yorkshire and the Humber,0.7963406713487836,earnings,1184.99,512.2703,3
492,3.06977110579589,187.74863908008135,545.43,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,West Midlands,0.5882928854939327,other source,545.43,187.74864,2
489,3.9822354339356223,240.5590130449708,218.27,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Eastern,0.763158129191779,other source,218.27,240.559,1
486,4.559578572554813,549.8893721701872,746.5,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,2 adults,One child,North East,0.873800535166979,earnings,746.5,549.88934,3
486,4.12524803443558,245.04900659213533,243.652,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,East Midlands,0.7905651548332879,other source,243.652,245.04901,1
483,5.931451755771837,762.3473961720568,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South East,1.1367071837971363,earnings,1184.99,762.3474,4
471,3.9822354339356223,713.9112004544373,697.812,Other income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,Eastern,0.763158129191779,other source,697.812,713.9112,1
469,5.158781001892428,799.4987424425635,762.615,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.9886320695066074,other source,762.615,799.4987,2
469,3.8126978181091826,299.31684090979167,103.595,Other income,Yes,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,West Midlands,0.7306678327569772,other source,103.595,299.31683,2
465,5.44635369292374,683.704550282309,728.79,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,Yorkshire and the Humber,1.0437426827626417,earnings,728.79,683.7045,4
462,6.058902770442375,1175.0,769.23,Earned income,No,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,1 adult,One child,Yorkshire and the Humber,1.1611319772412132,earnings,769.23,1175.0,2
460,4.610489743430188,461.23922528473105,395.0,Earned income,Yes,Part-time working,Routine and manual occupations,Public rented,Female,3 person,2 adults,One child,North East,0.8835571843065844,earnings,395.0,461.23923,3
459,5.1718631755475375,154.95433446638586,100.0,Other income,Yes,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Public rented,Male,1 person,1 adult,No children,North West and Merseyside,0.9911391455793369,other source,100.0,154.95433,1
458,4.61489981140047,328.4689990667289,225.96,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,North West and Merseyside,0.8844023325349207,other source,225.96,328.469,1
453,4.890646861895185,876.1700398221026,767.7375,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South West,0.9372466725235593,earnings,767.7375,876.17004,4
449,7.66635119236961,433.0933731518653,1028.49,Earned income,Yes,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Public rented,Female,3 person,3 adults,No children,East Midlands,1.46918441432123,earnings,1028.49,433.09338,3
442,5.968072584187032,962.5451247677386,1184.99,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,4 person,2 adults,Two or more children,North West and Merseyside,1.1437252226264412,earnings,1184.99,962.5451,4
441,3.2358256025627274,483.9042806,449.275,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,Northern Ireland,0.6201156747786987,earnings,449.275,483.90427,4
438,4.001692131973417,950.5616983094928,469.134,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.7668868231680913,other source,469.134,950.5617,2
430,4.193652828701947,185.735,97.0,Other income,No,Economically inactive,Routine and manual occupations,Public rented,Male,1 person,1 adult,No children,South East,0.803674293076397,other source,97.0,185.735,1
427,4.142257427624525,304.33521549937836,477.36,Other income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,Yorkshire and the Humber,0.7938248457531525,other source,477.36,304.3352,2
426,4.5320485449154,548.1665878700173,442.97,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,South West,0.8685246631753705,earnings,442.97,548.16656,3
426,6.491428107832568,1037.77,773.785,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Male,3 person,3 adults,No children,West Midlands,1.2440214077600216,earnings,773.785,1037.77,3
424,4.44372224872255,161.03930549669332,72.5,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Private rented,Female,2 person,1 adult,One child,South East,0.8515977556433473,other source,72.5,161.0393,2
422,4.47109510479941,1175.0,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,3 adults,No children,North West and Merseyside,0.8568435071768288,earnings,1184.99,1175.0,3
420,4.589331700302615,395.61411080177226,717.62,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,East Midlands,0.8795024434760956,earnings,717.62,395.6141,2
419,4.582022444691505,431.4010707704391,488.0,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,2 person,2 adults,No children,South West,0.8781016930858944,earnings,488.0,431.40106,2
415,3.809001646918355,705.106054224339,1132.1475,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,North West and Merseyside,0.7299594961611229,other source,1132.1475,705.1061,2
412,10.443770344901077,725.2400401859035,1173.83,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Female,5 person or more,4 and more adults,No children,London,2.001450785707648,earnings,1173.83,725.24005,5
411,6.107575212653932,520.0931225747978,605.402,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,South East,1.1704595949970167,other source,605.402,520.09314,1
408,4.924081306714585,192.24473241301055,533.7975,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,West Midlands,0.9436540707756819,other source,533.7975,192.24474,1
402,5.250260592340707,254.41708413237433,356.822,Other income,Yes,Economically inactive,Not classified for other reasons,Private rented,Male,1 person,1 adult,No children,Scotland,1.0061632763535975,other source,356.822,254.41708,1
401,2.77079995261687,1175.0,1084.4875,Other income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,Yorkshire and the Humber,0.5309978637084131,other source,1084.4875,1175.0,2
399,4.16274290632741,629.5810191610882,224.48,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,North East,0.7977506959098926,other source,224.48,629.581,1
395,4.0785587854895375,250.004260115408,415.902,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,Yorkshire and the Humber,0.7816175974951683,other source,415.902,250.00426,1
392,4.95683954418202,1175.0,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,4 and more adults,One child,East Midlands,0.9499318802211572,earnings,1184.99,1175.0,5
391,5.875503190619712,386.4289872604347,497.57,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Female,4 person,2 adults,Two or more children,East Midlands,1.1259851652171695,earnings,497.57,386.429,4
387,5.91007468849346,313.7757948319568,909.8745,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,London,1.132610469039202,other source,909.8745,313.7758,1
